,Company,Profile,img_link,Location,description,About,Website Link,Strating At
353,PixelMakers,https://webflow.com/@pixelmakers,https://assets-global.website-files.com/6320a2f3bd0b234991397e96/63eb4648f85ba10a736a719f_3234khSXL8q-1x4ZE0n_X27MZAhDatRybzszjt0rKK0.png,"Ploiesti,Romania","We create top-notch websites and immersive low-code apps for SaaS/Tech, Real Estate, and Elearning brands.","PixelMakers keeps your brand up-to-date in the ever-changing digital landscape. We offer innovative web and app solutions that meet your current needs and set you up for the future. 

No matter if you're a startup launching an app or an established company looking to improve online, we bring your vision to life with high-quality, customized services.

Our principles:
1. Craftsmanship: Our dedicated team loves crafting robust, engaging digital experiences.
2. Customization: Your unique needs shape our bespoke solutions.
3. Collaboration: We work with you closely, keeping you informed and involved.
4. Comprehensive Service: We handle everything from concept to support, letting you focus on your business.

Your success is ours, and we're eager to start this digital adventure with you.",https://www.pxmstudio.com,"$5,000"
354,Appnovation,https://webflow.com/@antons-workspace-f65e2e,https://assets-global.website-files.com/6320a2f3bd0b234991397e96/636b497acb95e2a7c103fd8a_5fd0ff5492327aa388746edc_5d00f93846f2-Appnovation_Logo_Digital_Icon.png,"Vancouver,Canada","Appnovation is a global, full-service digital consultancy, that designs, develops and delivers immersive, engaging and dynamic digital experiences.","Appnovation is a global full-service digital consultancy. We help businesses advance and inspire, create positive transformation, and champion digital innovation. Our expertise and knowledge is your expertise and knowledge: At Appnovation, we seamlessly integrate strategy, user experience, development, deployment, training and support.
We create breakthrough digital solutions by engaging and collaborating with our clients to understand the individual creative challenges and goals for every initiative. Embracing the power of technology, our global team delivers digital transformation that drives innovation, growth and ultimately business value.",https://www.appnovation.com/,"$10,000"
355,Caleb Raney,https://webflow.com/@caleb-raney,https://assets-global.website-files.com/6320a2f3bd0b234991397e96/636b4f7da64634b95c96cd59_61eb1c594c7ebb7c2c932593_Headshot_Small.jpeg,"New York City,United States",I design cutting edge experiences for your unique digital presence,"I'm a forward thinking designer that partners with individuals and brands that are passionate about what they do. I'll be a partner that helps you think through the ins and outs of your business in order to establish a presence that truly aligns with your vision and values. Your website has the potential to excite, inspire, and engage with your audience, rather than just being a stale marketing asset. 
 So let's get started, I'd love to hear what you're creating and become a part of it.",https://www.calebraney.com/,"$4,000"
356,Media Studio Hong Kong,https://webflow.com/@media-studios-workspace-de266f,https://assets-global.website-files.com/6320a2f3bd0b234991397e96/636b4f67a6463458a196cbd7_62bfeef09daf0da0bdd1979f_New_Project__1_.png,"Hong Kong,Hong Kong",We help companies build winning online identities.,"We are your personal digital marketing specialists. We create up-to-date digital content to help you market effectively, including video production, social media content, website design and more.",https://drive.google.com/drive/folders/1G8Of1IwAi_MN9gxcFXCXiV_SARud_zd0?usp=sharing,"$10,000"
357,"MIS, Inc.",https://webflow.com/@misinc,https://assets-global.website-files.com/6320a2f3bd0b234991397e96/636b496ac38dd1861dbf8016_605e47b656fa999931d1ab83_mis_logo_250x250.png,"Albuquerque,United States",Designing websites and growing businesses since 1995,"MIS, Inc. was founded by Karim Ardalan in July 1995. Since then we've become one of the most recognized and well established website design and online marketing companies in New Mexico. What has kept us in business all these years, and sets us apart from our competitors is our commitment to our clients and ensuring their success.",https://www.misinc.com,"$5,000"
358,Metrik studio,https://webflow.com/@metrik-studio,https://assets-global.website-files.com/6320a2f3bd0b234991397e96/636b4f83bd09589a23f0e2e7_6197df37d8cb0c6ca71542f2_webflow_expert_profile_pic.jpeg,"Bratislava,Slovakia",Small team. Great impact. We crafting unique designs and modern websites.,"Hi 👋🏻 My name is Juraj Carnecky, and I have been an independent web designer since 2011 and a Webflow developer since 2016. I'm focusing on creating premium Webflow CMS templates for the Webflow marketplace and customizing them for clients' projects.

Check out trendy Webflow templates on my website.

I am based in Bratislava, Slovakia, CET.",https://www.metrik.studio/,"$3,000"
359,Flammini Design,https://webflow.com/@flammini-design,https://assets-global.website-files.com/6320a2f3bd0b234991397e96/636c8f035c1cd6586bae7e97_a604a357-25ee-4855-8683-9c0669aed350.jpeg,"London,United Kingdom","A wide range of services that cater to every need and budget. From concept to the final product, I will take care of everything – so you can focus on what's really important.","My name is Marco, and I am a London-based UX Designer and Certified Webflow Expert. I have worked with a wide range of clients, offering detail-oriented, innovative and complete services for small or large budget jobs.
My goal when working on a project is to start by understanding how the product is actually used before attempting to design it. My priority is the happiness of my clients; that's why I love to learn the story behind the business and base the project on regular communication.
The creative and designing process begins with an in-depth investigation of the story behind your business. Your online profile will now determine who you will be in the future. Tell Me your dreams. Because if you succeed, then I succeed!",https://www.flammini.design/,"$4,000"
360,Old Friend,https://webflow.com/@oldfriend,https://assets-global.website-files.com/6320a2f3bd0b234991397e96/636b4f6ecdb4eb6ba5611b54_62880226acc8ed95ebd33a22_headshot.jpeg,"Portland,United States",We are a brand forward creative studio that treats clients like friends.,"Old Friend is a branding studio created by Elliott Snyder and Jesse Morrow. 

We partner with brands we believe in and are excited to spur forward creatively. We get to know our clients, get down to the core of who they are and what they're passionate about, then give movement to it through design and development. 

We have worked with companies large and small to make big impressions on their clients or patrons.",https://www.oldfriend.co,"$5,000"
361,Red Antler,https://webflow.com/@int-red-antler-main,https://assets-global.website-files.com/6320a2f3bd0b234991397e96/63b494a6334f13dd8dcc482f_redantlerlogo.jpeg,"Brookyln,United States",Red Antler is the leading brand company for startups and new ventures.,"Red Antler is the leading brand company for startups and new ventures that are challenging what is and creating what’s next. Its multi-disciplinary team of strategists, designers, and marketers is based in Brooklyn and works with clients around the globe, including Casper, Allbirds, Prose, and Google. Working across the entire consumer experience, we transform businesses into brands people love.",https://redantler.com/,"$25,000"
362,UNFINISHED,https://webflow.com/@unfinished,https://assets-global.website-files.com/6320a2f3bd0b234991397e96/63ea876bebbbce1d0755d69b_GkLbHhdfWS00D2WvLy5hmviN7AJ8IrCtyn2YpGAxf9Q.jpeg,"Los Angeles,United States",UNFINISHED is a full-stack web design and development studio that serves the world’s leading companies. We push our boundaries to empower you to push yours as well.,"UNFINISHED is a full-stack Webflow design and development agency that helps companies, at the Startup and Enterprise level, build creative and innovative websites.",https://www.unfinished.cc,"$5,000"
363,Brass Hands,https://webflow.com/@brasshands,https://assets-global.website-files.com/6320a2f3bd0b234991397e96/636b4f758c4c67274c87d3fe_623ce5be400a805d4a89a8f6_Brass_Hands_Logo_4x.png,"New York City,United States","A collaborative branding and design practice, partnering with companies doing great things.","For over a decade, Brass Hands has partnered with b2b tech startups from seed stage to IPO to tell their story through a delightful branded experience. We have a systematic approach to building brands and websites that create emotional attachment, effectively communicate their product, and meet business goals.
 
 Our clients include Square, Ease, Propel VC, Trainual, Rally, Abound, Demio, Medable, and many more.",https://brasshands.com,"$20,000"
